0.3302 0.0016 1.0787
90 0.0 -90

0.4302 0.0016 1.0787
90 0.0 -90

0.3802 0.0516 1.0787
90 0.0 -90

0.3302 0.1016 1.0787
90 0.0 -90

0.4302 0.1016 1.0787
90 0.0 -90

0.3802 0.1016 1.0287
90 0.0 -90

0.3302 0.0516 1.0287
90 0.0 -90

0.4302 0.0516 1.0287
90 0.0 -90

0.3802 0.0016 1.0287
90 0.0 -90

0.3302 0.0016 0.9787
90 0.0 -90

0.4302 0.0016 0.9787
90 0.0 -90

0.3802 0.0516 0.9787
90 0.0 -90

0.3302 0.1016 0.9787
90 0.0 -90

0.4302 0.1016 0.9787
90 0.0 -90
