73 -830 -191.966
447 -831 -191.966
448 -574 -191.966
74 -572 -191.966
335.005 -743.639 -49.4811
398.113 -742.582 -52.3362
278.541 -679.878 -17.2062
344.116 -681.102 -51.6172
408.952 -677.198 -21.0585
280.827 -617.771 -49.3307
409.886 -615.594 -22.6761
344.353 -615.568 -51.746
